Άγγλος: Άγγλους,Άγγλοι,Άγγλου,Άγγλο,Άγγλων
σκούρος: σκούρης,σκούροι,σκούρα,σκούρους,σκούρων,σκούρες,σκούρη,σκούρου,σκούρο
σκούφια: σκούφος,σκούφιας,σκούφιες,σκουφιών
σκούφος: σκούφια,σκούφο,σκούφου
σκυθρωπός: σκυθρωπού,σκυθρωπή,σκυθρωπών,σκυθρωπές,σκυθρωποί,σκυθρωπής,σκυθρωπό,σκυθρωπά,σκυθρωπούς
σκυλάκι: σκυλακιού,σκυλάκια,σκυλακιών
σκυλί: σκυλιά,σκυλιών,σκυλιού
σκυλόψαρο: σκυλόψαρου,σκυλόψαρα,σκυλόψαρων
σκυφτός: σκυφτοί,σκυφτή,σκυφτούς,σκυφτής,σκυφτών,σκυφτό,σκυφτές,σκυφτoύ,σκυφτά
σκωρίασης: αποσκωρίασης
σκόνη: σκόνης,σκονών,σκόνες
σκόνιζα: κατασκόνιζα
σκόνιζαν: κατασκόνιζαν
σκόνιζε: κατασκόνιζε
σκόνιζες: κατασκόνιζες
σκόνισα: κατασκόνισα
σκόνισαν: κατασκόνισαν
σκόνισε: κατασκόνισε
σκόνισες: κατασκόνισες
σκόπευα: κατασκόπευα
σκόπευαν: κατασκόπευαν
σκόπευε: κατασκόπευε
σκόπευες: κατασκόπευες
σκόπευσα: κατασκόπευσα
σκόπευσαν: κατασκόπευσαν
σκόπευσε: κατασκόπευσε
σκόπευσες: κατασκόπευσες
σκόπευση: κατασκόπευση
σκόπευσης: κατασκόπευσης
σκόπευσις: κατασκόπευσις
σκόπιμος: σκόπιμα,σκόπιμων,σκόπιμες,σκόπιμου,σκόπιμοι,σκόπιμης,σκόπιμη,σκόπιμο,σκόπιμους
σκόρδο: σκόρδου,σκόρδα,σκόρδων
σκόρπιζα: κατασκόρπιζα
σκόρπιζαν: κατασκόρπιζαν
σκόρπιζε: κατασκόρπιζε
σκόρπιζες: κατασκόρπιζες
σκόρπισα: κατασκόρπισα
σκόρπισαν: κατασκόρπισαν
σκόρπισε: κατασκόρπισε
σκόρπισες: κατασκόρπισες
σκότωνα: κατασκότωνα
σκότωναν: κατασκότωναν
σκότωνε: κατασκότωνε
σκότωνες: κατασκότωνες
σκότωσα: κατασκότωσα
σκότωσαν: κατασκότωσαν
σκότωσε: κατασκότωσε
σκότωσες: κατασκότωσες
σκύβω: σκύβουν,σκύφτω,σκύψετε,σκύβοντας,έσκυβα,σκύβεις,έσκυψε,σκύβουμε,σκύψατε,σκύψει,σκύψαμε,έσκυψες,σκύψουν,σκύψεις,σκύβετε,σκύψουμε,σκύβαμε,έσκυβες,έσκυβε,έσκυβαν,σκύψω,έσκυψαν,σκύβει,έσκυψα,σκύβατε
σκύλα: σκύλας,σκυλών,σκύλες,σκύλος
σκύλος: σκύλους,σκύλου,σκύλοι,σκύλο,σκύλα,σκύλων
σκώμμα: σκώμματος,σκωμμάτων,σκώμματα
σκώρος: σκόρου,σκόροι,σκόρους,σκώρων,σκόρο,σκώρο,σκόρων,σκώρους,σκώροι,σκόρος,σκώρου
σμάλτο: σμάλτου
σμέουρο: σμέουρου
σμήνος: σμήνη,σμηνών,σμήνους,πτήση
σμίγουν: ξανασμίγουν
σμίγω: σμίγει,σμίξετε,σμίγοντας,σμίξαμε,έσμιγαν,έσμιξα,σμίγεστε,έσμιγα,σμίξατε,έσμιγε,ξανασμίγω,σμίγουν,σμίγετε,σμίγατε,σμίξω,σμίξουν,σμίγαμε,σμίξεις,έσμιξαν,έσμιξες,σμίξει,έσμιξε,σμίγεις,σμίξουμε,έσμιγες,σμίγουμε
σμίλη: σμίλης,σμιλών΄,σμίλές,γλύφανο
σμίξιμο: ξανασμίξιμο
σμαλτώνω: σμάλτωσαν,σμάλτωσα,σμαλτώσει,σμαλτώσουμε,σμαλτώσετε,σμαλτώσαμε,σμαλτώναμε,σμαλτώνουμε,σμάλτωνα,σμαλτώσουν,σμαλτώσατε,σμάλτωσες,σμαλτώνεις,σμαλτώνουν,σμάλτωνε,σμαλτώσω,σμαλτώσεις,σμαλτώνει,σμάλτωσε,σμάλτωναν,σμαλτώνοντας,σμαλτώνατε,σμαλτώστε,σμαλτώνετε,σμάλτωνες
σμαράγδι: σμαραγδιού
σμηκτικά: αποσμηκτικά
σμηκτικέ: αποσμηκτικέ
σμηκτικές: αποσμηκτικές
σμηκτική: αποσμηκτική
σμηκτικής: αποσμηκτικής
σμηκτικοί: αποσμηκτικοί
σμηκτικού: αποσμηκτικού
σμηκτικούς: αποσμηκτικούς
σμηκτικό: αποσμηκτικό
σμηκτικός: αποσμηκτικός
σμηκτικών: αποσμηκτικών
σμηναγός: σμηναγών,σμηναγοί,σμηναγού,σμηναγό,σμηναγούς
σμιλεύω: σμίλευα,σμίλεψες,σμίλεψε,σμιλεύτηκε,σμιλευτεί,σμιλευτούν,σμιλέψατε,σμιλεύατε,σμιλέψτε,σμίλευαν,σμιλέψαμε,σμίλεψαν,σμιλέψουμε,σμιλεύαμε,σμίλευες,λαξεύω,σμιλεύετε,σμίλεψα,σμιλέψω,σμιλέψετε,σμιλεύτηκαν,σμιλέψεις,σμιλεύοντας,σμιλέψει,σμιλεύουμε,σμίλευε,σμιλεύεις,σμιλεύουν,σμιλεύει,σμιλέψουν
σμιξίματα: ξανασμιξίματα
σμιξίματος: ξανασμιξίματος
σμιξιμάτων: ξανασμιξιμάτων
σμύρνα: σμύρνας
σνομπισμός: σνομπισμού,σνομπισμό
σοβάς: σοβά
σοβαρεύομαι: σοβαρεύτηκαν,σοβαρευτεί,σοβαρεύεται,σοβαρεύονται,σοβαρεύονταν,σοβαρευτούν,σοβαρεύτηκα,σοβαρευόταν
σοβαροφανής: σοβαροφανές,σοβαροφανή,σοβαροφανούς,σοβαροφανών
σοβαρός: σοβαρές,σοβαρώς,σοβαρά,σοβαρής,σοβαρή,σοβαροί,σοβαρούς,σοβαρών,σοβαρού,σοβαρό
σοβαρότατος: σοβαρότατους,σοβαρότατα,σοβαρότατες,σοβαρότατων,σοβαρότατου,σοβαρότατη,σοβαρότατης,σοβαρότατοι,σοβαρότατο
σοβαρότητα: σοβαροτήτων,σοβαρότητας,σοβαρότητες
σοβατίζω: σοβαντίζει,σοβάτισες,σοβαντίσετε,σοβάντιζες,σοβάτισα,σοβαντίσω,σοβάντισες,σοβαντίζεις,σοβαντίζω,σοβατίσουν,σοβάντισαν,σοβατίσω,σοβαντίσει,σοβατίσετε,σοβάντιζα,σοβαντίσατε,σοβατίζαμε,σοβατίζετε,σοβάτιζαν,σοβαντίζουν,σοβάτισε,σοβατίζοντας,σοβατίσει,σοβάτιζα,σοβατίσουμε,σοβάντιζε,σοβαντίσουν,σοβατίζουν,σοβαντίσαμε,σοβατίσατε,σοβαντίσεις,σοβάντισε,σοβαντίζοντας,σοβατίσαμε,σοβάτιζε,σοβαντίζετε,σοβαντίζαμε,σοβάτισαν,σοβαντίσουμε,σοβατίζατε,σοβαντίζατε,σοβάντισα,σοβάντιζαν,σοβαντίζουμε,σοβατίζουμε,σοβατίζεις,σοβάτιζες,σοβατίζει,σοβατίσεις
σοβεί: αποσοβεί
σοβούν: αποσοβούν
σοβούσα: αποσοβούσα
σοβούσε: αποσοβούσε
σοβούσες: αποσοβούσες
σοβώ: αποσοβώ
σοδειά: σοδειών,εσοδεία,σοδειάς,σοδειές
σοκάκι: σοκακιών,σοκακιού,σοκάκια
σοκολάτα: σοκολάτες,σοκολατιών,σοκολάτας
σοκολατένιος: σοκολατένιοι,σοκολατένιους,σοκολατένιας,σοκολατένιες,σοκολατένιων,σοκολατένια,σοκολατένιου,σοκολατένιο
σολιάζεσαι: ξανασολιάζεσαι
σολιάζεστε: ξανασολιάζεστε
σολιάζεται: ξανασολιάζεται
σολιάζομαι: ξανασολιάζομαι
σολιάζονται: ξανασολιάζονται
σολιάζονταν: ξανασολιάζονταν
σολιαζόμασταν: ξανασολιαζόμασταν
σολιαζόμαστε: ξανασολιαζόμαστε
σολιαζόμουν: ξανασολιαζόμουν
σολιαζόσασταν: ξανασολιαζόσασταν
σολιαζόσουν: ξανασολιαζόσουν
σολιαζόταν: ξανασολιαζόταν
σολομός: σολομό,σολομού,σολομών,σολομούς,σολομοί
σοσιαλιστικός: σοσιαλιστική,σοσιαλιστικό,σοσιαλιστικού,σοσιαλιστικών,σοσιαλιστικούς,σοσιαλιστικοί,σοσιαλιστικής,σοσιαλιστικές
σου: εσύ,εσένα
σουβλάκι: σουβλάκια
σουβλερός: σουβλερής,σουβλερούς,σουβλεροί,σουβλερά,σουβλερού,σουβλερές,σουβλερό,σουβλερή,σουβλερών
σουγιάς: σουγιών,σουγιά,σουγιές
σουηδικός: σουηδικής,σουηδικό,σουηδικούς,σουηδικών,σουηδικοί,σουηδική,σουηδικού,σουηδικές,σουηδικά
σουλατσάρω: σουλατσάρετε,σουλάτσαραν,σουλάτσαρα,σουλατσάραμε,σουλάτσαρε,σουλάτσαρες,σουλατσάρατε,σουλατσάρεις,σουλατσάρουν,σουλατσάροντας,σουλατσάρουμε,περπατώ,σουλατσάρει
σουλατσαδόρος: σουλατσαδόρου,σουλατσαδόροι,σουλατσαδόρων,σουλατσαδόρο,σουλατσαδόρους
σουλτάνος: σουλτάνων,σουλτάνους,σουλτάνο,σουλτάνου,σουλτάνοι
σουμάδα: σουμάδας
σουμάκι: σουμάκια
σουπερμάρκετ: υπερμάρκετ
σουρεαλισμός: σουρεαλισμού,σουρεαλισμό
σουρωτήρι: στραγγιστήρι,σουρωτηρίων,σουρωτήρια,σουρωτηρίου
σουρώνω: σούρωνε,σουρώνοντας,σουρώσατε,σουρώσεις,σούρωσαν,σούρωναν,σούρωσα,σούρωνα,σουρώνεις,σούρωνες,σουρώσετε,σούρωσες,σουρώνατε,σουρώνετε,σουρώναμε,σουρώσουν,σουρώσει,σουρώνουμε,σουρώνει,σουρώσουμε,σούρωσε,σουρώσω,σουρώσαμε,σουρώνουν
σουφρώνω: σουφρώσατε,σουφρώσουν,σούφρωνα,σούφρωσες,σουφρώσουμε,σούφρωναν,σουφρώνουμε,σουφρώσεις,σουφρώνεις,σούφρωσα,σούφρωνες,σούφρωσαν,σούφρωσε,σουφρώνετε,σουφρώνοντας,σουφρώναμε,σουφρώσει,σουφρώσω,σουφρώσετε,σούφρωνε,σουφρώνουν,σουφρώνατε,σουφρώνει,σουφρώσαμε
